User,Bio,Country
gonzalo-pon,,portugal
jeroen_veen,Cork dork,netherlands
edmarya,"Doctor Engineer, Wine Lover",norway
grigor-haig,Drink wine and be happy!,brazil
willy_po,,peru
quinton.williams,,south-africa
wojtekj2,,poland
sergey.vas,,israel
massimo.dandr,I like to taste any local flavour in all countries. help me discover more,italy
remo.f,,united-kingdom
m08e3051339438ff9a6724d6781871de,Searching for great wines that go well with delicious food!,japan
liam.kidner,,canada
kadri.urbalu,Enjoying the Wine-r things in life,estonia
nuttyprofessor,"👹👺🤡🤠🎃🤖 don’t take this too seriously, it’s tasty booze",singapore
joost-pa,,netherlands
simon.williams14,"International traveler, been to 82 countries. Lover of red wines",south-africa
katheriinl,"Champagne for my real friends, real pain for my sham friends 🥂",estonia
carlos-chaco,"Wine enthusiast, always looking for new experiences to learn and share",costa-rica
mlekas,"Per vino, mia moglie ha sempre ragione!",united-states
m2f4b6a74ccc90155da21b224531a0b1,,united-kingdom
eamonn.da,,united-kingdom
johnnybirder,,united-states
wino.pizza,"Życie jest zbyt krótkie, aby pić niedobre wino i jeść niesmaczną pizzę.",poland
colinv3,"‘Wine is sunlight, held together by water’ – Galileo Galilei

",south-africa
frederik.lik,"I cook with wine, sometimes I even add it to the food.",denmark
mick_smi,,united-kingdom
yusuke.ina,,japan
horia_c,In wine we trust!,switzerland
josetoledo4,"Playing golf and enjoying wine around the world!
⛳️🍷 
Instagram @josetoledo12",guatemala
daniel.dorn1,"Outvoted on the menu, I’m learning the best pairings for fish sticks and hotdogs.
",united-states
sean.mcbroom,,germany
romeu.romeuu,,portugal
yury.m,,russia
seppo.parvi,,finland
marcin..1,,spain
jonathan.att,,malta
david-hindm,It's all in the game.,korea-south
markmurphy7,,united-kingdom
katyar0,A perfect amateur.,canada
christhomas11,A fan of fermented grapes and all of their glory.,united-states
ross-craw,🍷Middle-class wine enthusiast with terrible palate seeks white wine hating friends,united-kingdom
boris.un,I grow under the sun.,ukraine
mads-mi,Wine Enthusiast - love the challenge - Follow me and I will provide insight🍷,china
reinaldo.leo,BACCO KNEW  SPORTS HELP DRINKING  !!!🍷🍷,brazil
jae-woo.im,,korea-south
krzysztof.marciniak3,,poland
mariusz-kowals,,poland
yaroslav.plink,,russia
andrzej-pantol,"I’m after terrible car accident, long rehabilitation is before me. Can you help me a little friends?",poland
quan-vo,wine daily,united-states
jay.dee7,,united-kingdom
alex.jv,Drinkcœur. 🖤 Guest of China. Insta: this_guy_making_books,china
daniel-cale,,peru
pepin.m,,puerto-rico
paul.robl,"Into Italians. Spanish supper. 
Musar maniac. Vivino since 2013. Ratings subjective. ",united-kingdom
friedemann_s,,malawi
robbiepriddle,"Vivino since '13 | @BlindFaith originator | 😍 Sangiovese, Chenin, Roussanne",united-kingdom
brigittem1,"""Wine is the most healthful and most hygienic of beverages"" Louis Pasteur",lithuania
henk.stor,Wine not?,south-africa
joel.cut,Laughter is the best form of medicine!,thailand
henk-matthew.craig,Life is too short to drink bad wine!,south-africa
marcin.sip,In vino veritas.,poland
marcin_wik,"""Work is the curse of the drinking class""",sweden
jelle_dek,,netherlands
carrie-vo,"Mom, wife, sorority woman, lawyer, KC Chiefs fan. I love to taste new wines. Cheers! 🥂",united-states
iain.drennan,,united-kingdom
peterhess8,"Coffee  keeps me going
Until its time  for wine",switzerland
ryan.iguchi,,sweden
paolo_del-f,De Grendel Estate ,south-africa
tuomas-mat,Champagne lover who enjoys Burgundy and CA Chardonnays too. Eager to explore more.,finland
hendrin,The Connoisseur does not drink wine but tastes of its  Dali.,south-africa
ryan.keati,"WSET 3
Living and making wine in Cyprus
Instagram @exploringcypruswines",cyprus
vasily.kut,,russia
jrgen.fru,,denmark
giovanni.s,,united-kingdom
katherine-koe,,united-states
mikeyyd,A major wine geek. I love wine & food pairing. I work in retail selling wine.,canada
peer-a,Just another wine lover! (Oak'ness in Chardonnay is preferred),denmark
greglock,Enjoying the wonders of wine,south-africa
a.-jake.preston,,korea-south
tetsuya.yamahira,"JSA Wine Expert certified 2020 
Winegrower at Snow River Wines in Hokkaido, Japan 🥂",japan
guy_francis,,united-kingdom
devonv,My passion for wine tends to bubble out of me like good Cava,canada
jose.silva29,,australia
valeriy.yukhymov,,ukraine
darko-vo,Wine is like a box of chocolates. You never know what you're gonna get.,croatia
paul-swindell,,united-kingdom
dsegedy,Wine lover from  ,slovenia
marti.lillemagi,,estonia
luiz-torres3,,south-africa
gregory-rapp,,united-states
j-kj,,sweden
wojtek.dynek,,poland
christopher_rath,"Recently returned from living in Australia, exploring Australia's wine landscape.",canada
mattw13,Wine consultant at Habersham beverage.,united-states
maria.oko,,poland
kentaro-ig,,japan
antonio-aze,Wine lover that enjoy to explore wines with dearest friends ,mexico
m47fb5325644f86bca9d5b3aaa6ec346,,united-kingdom
sergiy-chekaryev,I'm a Process Engineer with passion to wines.,canada
fa88317ef4a0fb9deeb24cb99a85c87c,Just a guy who likes the juice. Don't care about rankings but hunting for styles👊😜,belgium
harry_de-w,"Wine enthusiast since 1979. French wine by education, Italian wine by passion.",netherlands
brunetti.gino,,canada
jannik-munk,Vine newbee.,denmark
sander.devrieze,"Wine doesn't solve any problems, then again, neither does milk.",belgium
robert.zieba,,poland
tomaspavelka,"IT nerd who loves wine, beer, coffee, his wife, travelling, cooking, eating, Apple computers & cats.",ireland
daniel-gia,"Wine is life, wine is sharing, wine is discovering. Wine is fascinating!",canada
markus_b.1,Vivino since 08/2018🍷🥂,germany
marcio.ros,"A Wine lover, specially the rossi.",brazil
paulomenezes0,,brazil
alexandre_lins1,"Original from Manaus, learned to enjoy wine in life over the years when traveling.",brazil
ken-ka,"Dr Somm ( aka Kaz , Vinkenzo  or Nebbiolo nighthawk🦅) Novinophobia, I have cure 🍷",canada
patrick.de-wi,,belgium
m_c51,,united-states
francis-f,"I drink, therefore I am",ireland
jan_gajd,"Winemaker, Oenologist, WSET 2",slovak-republic
herman.spaink,,netherlands
barry.sp,"Wine, food & music enthusiast. WSET2+3 with Distinction.",netherlands
edgaras-sa,,lithuania
will.donnelly,"WSET 3, DC lawyer",united-states
mark.botham,,canada
andy.baco,Lover of all things wine with WSET levels 2 & 3 to my name!,united-kingdom
vincent.hal,Life's too short to drink bad wine,italy
jamie.foster,"Wine enthusiast with retail experience in M&S, Waitrose + Co-op. WSET 1 🏠Manchester",united-kingdom
xolile.m,"When all my senses are fully engaged, my wine experience is fullfilled.",south-africa
mikko.r,,finland
marcbeen,Winelover with a preference for red. Keep exploring to find the unexpected!,netherlands
john-spicer1,"   I spend 90% of my money on alcohol 🤤 and women 😉           the rest 😑, I just waste",canada
vitor-rodrigues,"""Either give me more wine or leave me alone""  - Rumi, circa 1200's",portugal
pernielsen29,"Money can’t buy HAPPINESS! unless you spend it on wine🍷
WSET Level 2 Award in Wines.",denmark
lopezsepulcre,,united-states
gabi.bulumac,"Wine is a constant proof that God love us, and loves to see us happy ! Cheers 🥂",romania
derektaylor3,Brisbane dude who digs the big Barossa reds. Not averse to many other styles either.,australia
misim.i,Just a wine lover 🍷,romania
tomasz5,"If you see me in your ranking 
It means I’m just drinking wine from your country👊 🥂",united-kingdom
stuartnicol,Avid consumer of most alcoholic beverages,united-kingdom
thanos.oikonomou,,greece
dani.ze,"Love Supertuscans, Amarone & Champagne. Traveler, philosopher, sensualist.",switzerland
sethuramanm,,malaysia
mari.simola,,finland
peter.tam,"School mate, Peter Deacon gave me an Asti Spumante in the 1970s. The rest is history!",united-kingdom
matt.hork,Join the EWT Community on Patreon!,united-states
jen.belden,"Lover of wine, animals, the beach, good food, cooking, yoga, boating and traveling. ",united-states
dennis.van-dijk,,netherlands
kihopak,,korea-south
andrey-yur,"Ах винишко, ах винцо!Vinum, Vini,Vino!Ты сильно как богатырь, как дитя невинно!",russia
john_ander,"Vin elsker over en bred kam, dog med hang til Rhone og Toscana samt kultvine.",denmark
rogerio.ron,"""Uma boa taça enaltece um vinho ruim, mas uma taça ruim  destrói um vinho ",netherlands
giacomo-b,CEPA Wine Shop Guatemala City / Cool Climate Wine Importer / WSET® Level 2 ,guatemala
ondrej.km,"Wine lover, good wine and friends = happy life;)",czech-republic
aurelijusv,,germany
wojtek.wrona,,poland
patrick.von-w,,united-states
jesperthomsen18,"Try to get around, but tend to hang around Italy and South Africa.",denmark
leoz,,austria
juan_pedro,"Artista y Sommelier.
IG: Cata Brava",peru
chris.wanless,"Travelling the world, one bottle at a time! Always learning 🍷",united-kingdom
m47046c4d540fc44e13fdf4ebf31550c,,spain
alex.lines,,united-kingdom
adrian-miz,,malta
andreas-su,What would I do without wine?,finland
dvdf,Learned something about wine when living in France. Still learning and enjoying years later.,united-kingdom
evanwiens,French Wine Scholar,canada
felixr1,"Hobbyist oenophile | Louis XIV, about Tokaji wines: “Rex vinorum, regum vinum” ",netherlands
sean-parr,,australia
m1cd714d809ba4f9ae424cbc50377017,Soft spot for Italy but travel a lot so taste as many different wines as I can,denmark
vfardin,,ireland
cbutterfield,,united-kingdom
andrew-walters2,An expert at drinking them but still learning to taste them 🥂,australia
jacek.luc,,poland
gareth-fi,Wine Lover,united-kingdom
monika.a,'In terms of wine you have to get the pleasure before   Paul Claudel,poland
paul_pier,,sweden
mike-montg,,canada
maurice-p,J'aime le vin!,netherlands
jari.makinen,"I know little about wines, but sure like to taste  ones",finland
ele.92,Drinking wine and feeling fine! 😉🍷,greece
anju.purushot,WSET level 2. Lover of big flavors & great food.,united-states
mihai-vinto,"If food is the body of good living, wine is its soul.",romania
dmitry.koli,,belarus
george.ashcroft,,new-zealand
garycorcoran,"Look, I enjoy wine both with food and on its own.",ireland
andy_grape_busters,We ain't 'fraid of no grape,germany
haakon.rud, curious and enjoying,norway
vadim_li,,russia
absolutebeginner,"""Lack the faith but not the wine""",republic-of-serbia
riku_h,,finland
john.eve,,ireland
joseph.wii,,new-zealand
esther_hoo,"Champagne lover, wine enthusiast.",netherlands
f2e57e5be9a975813a38863a4050e6b8,the best wine is the wine in my glass,china
terry.wit,It's got to be red........or single malt.,united-kingdom
marco-van-k,exited about tasting,netherlands
tieshab,,united-states
robert_watk,,united-kingdom
james-hain,"WSET Level 3. Tokyo based lover of all good wine, regardless of origin.",japan
dirk.merk,My ratings are based on the quality/price ratio. German Vivino Community  @ Facebook,germany
leonidas.zacharias,Amateur Wine Explorer,greece
junghwan.bong,,korea-south
amber_and,"Winnipeg Woman: wife, teacher and mom of 2 small  see why I drink?! 😉🍷🇨🇦",canada
j-r.c,Every wine 🍷 has a story to tell and the grape 🍇 is the teller of the story,united-states
jens.kaat,,germany
la.duke,Wine lover & lifelong learner.,canada
clauspetersen,"Drinks most wines, but prefers bubbles and dry roséwines.",denmark
mihkel.visnapuu,,estonia
anton.bohmer,Living walking distance from the vineyards and amongst the mountains of Stellenbosch.,south-africa
klausgol,,germany
ido-r,,israel
bruce.broc,"🍷is bottled poetry ~ R. Louis
Stevenson
🍷is sunlight held together by h2o ~ Galileo",south-africa
andreas.n,Loves wine and life!,denmark
andreas.rie,,canada
anton.kogan,,estonia
trent_pe,Certified Specialist of Wine,united-states
m233e3eeee07a02439f0e3a05ad29e71,"Want to try Romanian wines?
",netherlands
hans.wiesel,,germany
yuki.lu,,malaysia
andrius.ap,Derinu darbą su pomėgiu,lithuania
marco.goe,,netherlands
shreyanshk,"Wine enthusiast, great lover of Full Body Reds, Champagnes and White Wines",india
jan.schafer,WSET Level 2 passed with distinction in April 2019,denmark
joanna_nor,,united-states
charles.bon,An astrophysicist who loves wine's evolution path: grape clusters to fluid pleasure.,brazil
thomas-franz,Grew up in a white wine area (Franken). Love red.  Enjoy travelling to wine areas.,canada
carsten_arn,Wine Enthousiast!,netherlands
marius_mara,Wine collecter and chairman of the Le Sommeliers wine club now 28 years in existance. ,south-africa
maciej-wawrzyniak,Bydgoszcz ; Poland,poland
danamoffatt,"Wine lover, restaurateur x3 ""Wine is sunlight held together by  -Galileo",canada
jan.cheri,,netherlands
tanya.nuter,"So many wines,  so little time. ",united-states
yevgeniya.t,Ukrainian Wine lover!🇺🇦,ukraine
jesper.fam,,denmark
carl-wils,,united-kingdom
milos.jerotic,🎹 pianist and wine lover🍷,republic-of-serbia
pkylm,,estonia
roman.ko,,ukraine
desiree.lap,,netherlands
weronika.paluszek,"Wine improves with age, I improve with wine. ",poland
david-hu,"perfect day is one with friends, family, a round of golf, and a nice bottle of wine!",singapore
remiv,Young and Urban aspiring vino professional with an attitude,netherlands
ozgur-e,"Wine enthusiast, living in Turkey. Loves BdM, Amarone, Turkish wines and the rest ^^",turkey
mikolaj-tomczak,,poland
alexander.basha,,ukraine
jasonhu9,Exploring the world of wines with friends made in Vivino. ,singapore
joakim_wik,,sweden
jean_keu,,netherlands
dumitrescu.nicolae,,romania
schylerw,"Just an old country boy who loves wine. FINALLY back in Savannah, GA!",united-states
sergei.g,"restaurateur from Kyiv, Ukraine",ukraine
suretc,,portugal
baeknam-reginak,,korea-south
ma99679bf435ccf9f3f58468122998f1,Yup I like wine!,united-states
peter.elb,,netherlands
stuart-sai,I drink what I taste. what's the point otherwise!,united-kingdom
magnus-scher,,korea-south
aksel-bonney,Brunello fan!,norway
meri.kokko,,finland
kent-rey,"Please check out my blog, Appetite for Wine at ",united-states
bjorn.allebrand,Italian winelover,sweden
raymund.manzanillo,"Beer is made by man, Wine by God-Luther",philippines
www.stephenjhall.com,"Born in chardonnay KIwi terroir, I am an academic wine lover , WSET level 3.  l♥ wine",malaysia
yauheni_b,IT grease monkey,germany
archawat.petcharat,,thailand
steven_mich,The best way to learn about wine is by drinking,belgium
aldo-mira,"Italian wine lover, open to wines world wide",switzerland
jamesjohnson2,Devotee of obscure wines,united-kingdom
come.cyd,,indonesia
c4f319e8b6d095bea0e0ff0b9e287502,,united-states
irafula,"Always 👀 at the bright side. EatBetter+DrinkBetter=LiveBetter
",poland
scott_alexande,,united-kingdom
liam.collens,restaurant reviews | @eatgosee,united-arab-emirates
mark-lew,That fleeting moment that remains with you -,denmark
birkirb,"Computer nerd, speed freak, gourmet food & wine lover. CTO of Vivino.",denmark
mirokit,"🍷Your Loud Wine Geek
🤟🏼 Find me on Insta @9ouncesplease",canada
lauren-cy,,united-states
boniam,,russia
